RespId,weight_PID,complete_status,Q1_1,Q1_2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_7,Q3_8,Q4,Q5,QPID,PPWORKA,ABCAGE,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,xspanish,xparty4,xurbanicity,Contact
260840398,.9903,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Homemaker,50-64,52,Bachelors degree or higher,Bachelor’s degree,"2+ Races, Non-Hispanic",Female,4,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Not working,3,1,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840399,1.1591,qualified,Unfavorable,No opinion,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Donald Trump,The same as you expected,An independent,Full-time student,18-29,26,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Non-Metro,South,East South Central,Owned or being bought by you or someone in your household,Kentucky,Not working,3,1,English,Independent,Rural,"No, I am not willing to be interviewed"
260840400,.6672,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove,Donald Trump,The same as you expected,A Republican,Retired,65+,67,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$50,000 to $74,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Virginia,Not working,2,0,English,Republican,Rural,"No, I am not willing to be interviewed"
260840401,2.0247,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Other,18-29,18,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,2,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,Washington,Not working,2,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840402,1.251,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,Better than you expected,An independent,Employed full-time (by someone else),30-49,39,Bachelors degree or higher,Bachelor’s degree,"Other, Non-Hispanic",Female,4,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Working full-time,2,2,English,Independent,Urban,"No, I am not willing to be interviewed"
260840403,.8303,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,Better than you expected,An independent,Employed part-time (by someone else),30-49,42,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,3,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Working full-time,2,1,English,Independent,Rural,"No, I am not willing to be interviewed"
260840404,.8113,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Better than you expected,A Republican,Employed full-time (by someone else),30-49,44,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,3,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,East South Central,Owned or being bought by you or someone in your household,Kentucky,Working full-time,2,1,English,Republican,Rural,"No, I am not willing to be interviewed"
260840405,.8293,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Donald Trump,The same as you expected,A Republican,Employed full-time (by someone else),50-64,51,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Wisconsin,Working full-time,2,2,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840406,1.3133,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Donald Trump,Worse than you expected,A Republican,Full-time student,30-49,40,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,A one-family house detached from any other house,"Less than $10,000",Never married,Metro,MidWest,West North Central,Occupied without payment of cash rent,Kansas,Not working,3,0,English,Something else,Urban,"Yes, I am willing to be interviewed"
260840407,.987,qualified,Favorable,Unfavorable,Approve,Skipped,Approve,Approve,Skipped,Approve,Skipped,Approve,Skipped,Skipped,Skipped,Disapprove,Skipped,Skipped,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),50-64,63,Less than high school,No high school diploma or GED,"Black, Non-Hispanic",Female,1,A one-family house detached from any other house,"$25,000 to $49,999",Widowed,Metro,MidWest,East North Central,Rented for cash,Illinois,Working full-time,1,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840408,.8067,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),65+,66,Some college,Some college or Associate degree,"Black, Non-Hispanic",Female,2,Building with 2 or more apartments,"$50,000 to $74,999",Divorced,Metro,South,West South Central,Rented for cash,Texas,Working full-time,2,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840409,1.283,qualified,No opinion,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Homemaker,30-49,49,Less than high school,No high school diploma or GED,Hispanic,Female,5,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Now Married,Metro,West,Pacific,Rented for cash,California,Not working,5,0,Spanish,Democrat,Suburban,"No, I am not willing to be interviewed"
260840410,.9788,qualified,Unfavorable,Unfavorable,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),30-49,44,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,6. Six or more,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Wisconsin,Working full-time,6. Six or more,1,English,Independent,Rural,"Yes, I am willing to be interviewed"
260840411,.4663,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Retired,65+,71,Some college,Some college or Associate degree,"2+ Races, Non-Hispanic",Male,4,A one-family house detached from any other house,"$25,000 to $49,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Not working,4,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840412,.7241,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,Better than you expected,A Republican,Employed full-time (by someone else),30-49,37,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$75,000 to $99,999",Never married,Non-Metro,South,East South Central,Owned or being bought by you or someone in your household,Mississippi,Working full-time,4,0,English,Independent,Rural,"Yes, I am willing to be interviewed"
260840413,.9567,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,An independent,Self-employed,50-64,61,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,MidWest,West North Central,Owned or being bought by you or someone in your household,Nebraska,Working full-time,2,0,English,Independent,Urban,"No, I am not willing to be interviewed"
260840414,1.0748,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),30-49,44,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Non-Metro,MidWest,West North Central,Owned or being bought by you or someone in your household,Missouri,Working full-time,2,2,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840415,.8267,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,50-64,62,Bachelors degree or higher,Bachelor’s degree,"Black, Non-Hispanic",Male,1,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Not working,1,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840416,.707,qualified,Unfavorable,Unfavorable,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Employed full-time (by someone else),30-49,30,Bachelors degree or higher,Bachelor’s degree,"2+ Races, Non-Hispanic",Female,2,Building with 2 or more apartments,"$75,000 to $99,999",Never married,Metro,South,South Atlantic,Rented for cash,North Carolina,Working full-time,1,1,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840417,.6971,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Donald Trump,The same as you expected,A Republican,Employed full-time (by someone else),65+,67,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$25,000 to $49,999",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Working full-time,1,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840418,.6972,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Joe Biden,Better than you expected,A Democrat,Retired,65+,72,Some college,Some college or Associate degree,"Black, Non-Hispanic",Male,3,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Georgia,Not working,2,1,English,Democrat,Suburban,"Yes, I am willing to be interviewed"
260840419,2.1195,qualified,No opinion,No opinion,Disapprove,Skipped,Approve,Disapprove,Skipped,Skipped,Skipped,Disapprove,Approve,Skipped,Skipped,Approve,Skipped,Skipped,Skipped,Approve,Neither,"Didn’t read, see, or hear about the State of the Union address",Something else,Full-time student,18-29,20,High school,High school graduate (high school diploma or the equivalent GED),"Black, Non-Hispanic",Female,6. Six or more,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro,NorthEast,Middle Atlantic,Rented for cash,New York,Not working,3,3,English,Something else,Urban,"No, I am not willing to be interviewed"
260840420,.9903,qualified,Favorable,Unfavorable,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Retired,50-64,54,Bachelors degree or higher,Bachelor’s degree,"Other, Non-Hispanic",Female,3,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Not working,3,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840421,.9588,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),65+,68,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,3,One-family condo or townhouse attached to other units,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Working full-time,3,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840422,.831,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Donald Trump,Worse than you expected,A Republican,Employed full-time (by someone else),30-49,30,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Metro,MidWest,West North Central,Occupied without payment of cash rent,Minnesota,Working full-time,1,0,English,Republican,Rural,"No, I am not willing to be interviewed"
260840423,1.1495,qualified,Unfavorable,Unfavorable,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Neither,"Didn’t read, see, or hear about the State of the Union address",Something else,Employed full-time (by someone else),50-64,51,Less than high school,No high school diploma or GED,Hispanic,Male,4,A one-family house detached from any other house,"$50,000 to $74,999",Now Married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Working full-time,4,0,English,Republican,Urban,"Yes, I am willing to be interviewed"
260840424,.8173,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,76,Some college,Some college or Associate degree,"Black, Non-Hispanic",Female,5,A one-family house detached from any other house,"$25,000 to $49,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Not working,5,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840425,1.636,qualified,Unfavorable,Don’t know,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Self-employed,50-64,56,High school,High school graduate (high school diploma or the equivalent GED),"Other, Non-Hispanic",Female,3,A one-family house detached from any other house,"$10,000 to $24,999",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Arizona,Working part-time,3,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840426,.6554,qualified,Don’t know,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Full-time student,18-29,19,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Virginia,Not working,1,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840427,.7096,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Retired,50-64,60,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$150,000 or more",Now Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,Montana,Not working,4,0,English,Republican,Urban,"No, I am not willing to be interviewed"
260840428,.8169,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,An independent,Retired,65+,67,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Not working,2,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840429,1.4514,qualified,No opinion,No opinion,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Skipped,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),30-49,44,Some college,Some college or Associate degree,"Black, Non-Hispanic",Male,4,Building with 2 or more apartments,"$150,000 or more",Now Married,Metro,West,Mountain,Rented for cash,Wyoming,Working full-time,2,2,English,Independent,Rural,"Yes, I am willing to be interviewed"
260840430,.874,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed full-time (by someone else),30-49,33,Bachelors degree or higher,Bachelor’s degree,Hispanic,Male,1,Building with 2 or more apartments,"$50,000 to $74,999",Never married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Working full-time,1,0,English,Republican,Urban,"No, I am not willing to be interviewed"
260840431,1.123,qualified,Unfavorable,No opinion,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Neither,"Didn’t read, see, or hear about the State of the Union address",Something else,Full-time student,18-29,18,Less than high school,No high school diploma or GED,"White, Non-Hispanic",Male,5,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Never married,Non-Metro,South,West South Central,Owned or being bought by you or someone in your household,Louisiana,Not working,3,2,English,Independent,Rural,"No, I am not willing to be interviewed"
260840432,1.2725,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed part-time (by someone else),50-64,63,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,A one-family house detached from any other house,"$10,000 to $24,999",Widowed,Non-Metro,MidWest,West North Central,Owned or being bought by you or someone in your household,Iowa,Working part-time,1,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840433,1.2933,qualified,No opinion,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,An independent,Employed full-time (by someone else),30-49,38,Bachelors degree or higher,Bachelor’s degree,"Other, Non-Hispanic",Female,4,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,Washington,Working full-time,4,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840434,1.2806,qualified,Unfavorable,Don’t know,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Skipped,Disapprove,Disapprove,Skipped,Disapprove,Disapprove,Disapprove,Skipped,Approve,Disapprove,Disapprove,Neither,The same as you expected,A Democrat,Employed full-time (by someone else),18-29,28,Some college,Some college or Associate degree,"Black, Non-Hispanic",Male,2,Building with 2 or more apartments,"$75,000 to $99,999",Never married,Metro,NorthEast,Middle Atlantic,Rented for cash,New York,Working full-time,2,0,English,Independent,Urban,"No, I am not willing to be interviewed"
260840435,1.1038,qualified,Unfavorable,Unfavorable,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Full-time student,18-29,20,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,4,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,Pennsylvania,Working part-time,4,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840436,.8273,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Better than you expected,A Republican,Self-employed,30-49,43,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$50,000 to $74,999",Now Married,Metro,NorthEast,Middle Atlantic,Rented for cash,Pennsylvania,Working full-time,2,2,English,Republican,Rural,"No, I am not willing to be interviewed"
260840437,2.297,qualified,Favorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Full-time student,18-29,20,Less than high school,No high school diploma or GED,"Black, Non-Hispanic",Female,5,"Other (mobile home, boat, RV, van, etc.)","$50,000 to $74,999",Never married,Metro,South,South Atlantic,Rented for cash,North Carolina,Working full-time,3,2,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840438,.7325,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Retired,30-49,31,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$25,000 to $49,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Georgia,Not working,2,2,English,Republican,Suburban,"Yes, I am willing to be interviewed"
260840439,1.335,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Self-employed,18-29,28,Bachelors degree or higher,Bachelor’s degree,"Black, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$75,000 to $99,999",Never married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Illinois,Working full-time,2,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840440,.5694,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Full-time student,30-49,34,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Never married,Metro,NorthEast,New England,Rented for cash,Rhode Island,Not working,2,0,English,Democrat,Suburban,"Yes, I am willing to be interviewed"
260840441,1.287,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Employed full-time (by someone else),30-49,31,Less than high school,No high school diploma or GED,Hispanic,Female,6. Six or more,A one-family house detached from any other house,"$25,000 to $49,999",Now Married,Metro,West,Pacific,Rented for cash,California,Working full-time,4,4,Spanish,Something else,Urban,"No, I am not willing to be interviewed"
260840442,.5612,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),50-64,53,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Maryland,Working full-time,2,0,English,Democrat,Rural,"No, I am not willing to be interviewed"
260840443,.9492,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Currently laid off,30-49,43,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,"Other (mobile home, boat, RV, van, etc.)","$10,000 to $24,999",Never married,Non-Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Not working,1,0,English,Republican,Rural,"Yes, I am willing to be interviewed"
260840444,1.0295,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Skipped,Approve,Approve,Approve,Approve,Donald Trump,Better than you expected,A Republican,Homemaker,30-49,47,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,6. Six or more,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Not working,5,3,English,Republican,Rural,"No, I am not willing to be interviewed"
260840445,1.0563,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Employed full-time (by someone else),18-29,22,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,5,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Working full-time,4,1,English,Republican,Rural,"Yes, I am willing to be interviewed"
260840446,.9756,qualified,Unfavorable,No opinion,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed part-time (by someone else),30-49,32,Bachelors degree or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,4,A one-family house detached from any other house,"$50,000 to $74,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Working full-time,3,1,English,Independent,Urban,"No, I am not willing to be interviewed"
